Time[s],NS[cm/s/s],EW[cm/s/s],UD[cm/s/s]
46.18,-7.2,-0.4 ,-1.1 
46.2,-6.8,-1.3 ,-1.8 
46.22,-6.7,-2.3 ,-2.4 
46.24,-6.3,-3.4 ,-3.1 
46.26,-4,-4.6 ,-3.8 
46.28,-1.3,-6.2 ,-4.5 
46.3,1.3,-6.4 ,-4.9 
46.32,4.3,-5.1 ,-4.5 
46.34,7.1,-3.6 ,-4.2 
46.36,9.9,-1.5 ,-3.7 
46.38,8.6,0.4 ,-3.3 
46.4,6.3,1.3 ,-2.8 
46.42,4.1,1.1 ,-2.3 
46.44,1.3,0.8 ,-1.9 
46.46,-1.4,0.3 ,-1.4 
46.48,-3.5,0.4 ,-1.9 
46.5,-3.7,0.5 ,-2.6 
46.52,-4.4,0.7 ,-3.3 
46.54,-4.6,0.9 ,-4.0 
46.56,-4.9,0.9 ,-4.1 
46.58,-5.1,0.3 ,-4.1 
46.6,-5.4,-0.1 ,-4.0 
46.62,-5.6,-0.7 ,-5.1 
46.64,-5.8,0.5 ,-8.2 
46.66,-4.6,2.3 ,-6.2 
46.68,-2.9,4.1 ,1.6 
46.7,-1.3,5.6 ,2.5 
46.72,0.7,5.9 ,-0.8 
46.74,1.7,6.4 ,-3.1 
46.76,1.9,6.7 ,-6.6 
46.78,2.5,6.7 ,-4.3 
46.8,2.5,5.7 ,-2.0 
46.82,3.5,4.9 ,1.2 
46.84,5,3.9 ,0.7 
46.86,6.4,2.9 ,-1.5 
46.88,8,3.2 ,-3.6 
46.9,9.4,3.9 ,-6.2 
46.92,9.7,4.5 ,-8.4 
46.94,10.2,5.4 ,-6.4 
46.96,10.5,6.2 ,-1.3 
46.98,10.8,7.1 ,-3.0 
47,11,7.7 ,-4.3 
47.02,10.4,8.0 ,-1.4 
47.04,9.9,8.6 ,-0.4 
47.06,9.3,9.9 ,0.0 
47.08,8.6,10.3 ,-0.3 
47.1,7.9,9.3 ,2.5 
47.12,7.2,8.5 ,2.2 
47.14,6.3,8.0 ,0.6 
47.16,5.5,9.4 ,-0.7 
47.18,4.6,10.4 ,-2.7 
47.2,3.8,12.0 ,-3.1 
47.22,3.1,13.2 ,-1.3 
47.24,2.7,12.0 ,0.0 
47.26,2.1,11.0 ,2.2 
47.28,1.7,9.7 ,2.4 
47.3,1.2,9.4 ,1.0 
47.32,0.7,9.3 ,-0.1 
47.34,0.3,9.2 ,-1.2 
47.36,0.8,9.0 ,-1.5 
47.38,1.3,8.9 ,-1.8 
47.4,1.9,8.9 ,-2.0 
47.42,2.2,9.5 ,-2.2 
47.44,0.9,9.9 ,-1.3 
47.46,-0.3,10.6 ,-0.4 
47.48,-1.7,10.0 ,-0.9 
47.5,-3.1,9.3 ,-1.4 
47.52,-4.7,8.4 ,-1.3 
47.54,-5.3,7.7 ,0.5 
47.56,-4.8,7.2 ,1.8 
47.58,-4.3,6.8 ,3.8 
47.6,-3.8,6.4 ,3.7 
47.62,-2.5,6.4 ,2.8 
47.64,-0.9,6.7 ,2.1 
47.66,0.7,6.1 ,4.0 
47.68,1.7,3.9 ,4.4 
47.7,2.2,2.0 ,3.5 
47.72,3.5,-0.4 ,3.0 
47.74,6.1,-1.8 ,1.9 
47.76,8.3,-2.5 ,1.8 
47.78,11.2,-3.5 ,3.2 
47.8,10.7,-3.7 ,4.8 
47.82,8.7,-2.8 ,4.8 
47.84,7.1,-2.0 ,3.8 
47.86,4.7,-0.8 ,3.0 
47.88,2.7,0.9 ,1.9 
47.9,0.4,3.0 ,0.9 
47.92,-1.6,6.6 ,-0.2 
47.94,-2.4,9.9 ,-0.8 
47.96,-3.3,13.5 ,0.2 
47.98,-4.6,14.8 ,1.1 
48,-6.9,16.2 ,2.2 
48.02,-8.4,17.3 ,1.3 
48.04,-8.8,18.1 ,0.0 
48.06,-9.3,15.8 ,-1.2 
48.08,-9.5,13.6 ,-0.5 
48.1,-9.7,10.9 ,0.0 
48.12,-9.9,8.8 ,1.0 
48.14,-10.1,8.4 ,0.8 
48.16,-10.2,7.9 ,-0.3 
48.18,-9.8,7.6 ,0.3 
48.2,-9.5,7.4 ,1.1 
48.22,-9,6.2 ,1.8 
48.24,-8.7,4.4 ,2.9 
48.26,-8.9,3.0 ,2.9 
48.28,-9.1,2.9 ,1.9 
48.3,-9.3,2.9 ,1.1 
48.32,-9.6,2.5 ,0.0 
48.34,-9.7,1.9 ,-1.1 
48.36,-8.8,1.3 ,-1.4 
48.38,-8.1,1.6 ,-0.5 
48.4,-7.1,2.0 ,0.2 
48.42,-6.8,2.5 ,1.2 
48.44,-6.8,1.5 ,2.2 
48.46,-6.7,-0.2 ,3.0 
48.48,-6.7,-1.8 ,2.0 
48.5,-6.6,-3.7 ,0.9 
48.52,-6.6,-4.7 ,-0.4 
48.54,-6.4,-5.8 ,-1.7 
48.56,-5.6,-6.8 ,-0.1 
48.58,-5,-7.7 ,2.1 
48.6,-4.3,-8.6 ,0.1 
48.62,-3.4,-9.0 ,-2.5 
48.64,-2.3,-8.9 ,-5.5 
48.66,-1.3,-8.6 ,-4.5 
48.68,-0.2,-8.2 ,1.1 
48.7,1,-7.8 ,0.2 
48.72,1.7,-8.1 ,-3.3 
48.74,0.9,-8.5 ,-6.0 
48.76,0.3,-9.0 ,-3.7 
48.78,-0.5,-9.1 ,-0.8 
48.8,-1.4,-7.0 ,2.0 
48.82,-0.7,-5.2 ,0.6 
48.84,0.6,-3.4 ,-1.3 
48.86,1.6,-1.9 ,-1.2 
48.88,1.3,-0.4 ,-1.2 
48.9,1.2,-0.3 ,-0.9 
48.92,0.8,-0.7 ,-1.8 
48.94,0.5,-0.3 ,-2.1 
48.96,0,0.7 ,-1.6 
48.98,0.2,1.5 ,-1.4 
49,0.9,0.8 ,-1.6 
49.02,1.4,-0.1 ,-2.7 
49.04,2.1,-1.0 ,-3.3 
49.06,2.2,-2.2 ,-4.5 
49.08,1,-3.6 ,-4.1 
49.1,0,-4.9 ,-3.5 
49.12,-1.2,-6.2 ,-2.8 
49.14,-2.4,-5.8 ,-3.5 
49.16,-2.4,-5.5 ,-4.4 
49.18,-1.9,-4.9 ,-5.6 
49.2,-1.6,-4.4 ,-4.1 
49.22,-1.8,-2.6 ,-1.1 
49.24,-2.2,0.3 ,-1.3 
49.26,-2.7,2.5 ,-1.5 
49.28,-3,3.5 ,-1.9 
49.3,-2.6,4.6 ,-2.5 
49.32,-2.2,5.6 ,-2.5 
49.34,-2.2,7.2 ,-2.3 
49.36,-3.2,8.4 ,-2.2 
49.38,-4.1,10.2 ,-0.9 
49.4,-5.1,10.4 ,5.8 
49.42,-4.6,9.5 ,4.6 
49.44,-4.3,8.7 ,1.7 
49.46,-3.8,8.3 ,3.1 
49.48,-3.2,9.4 ,2.9 
49.5,-2.6,10.6 ,1.2 
49.52,-2,9.2 ,-0.3 
49.54,-1.9,6.4 ,1.9 
49.56,-1.8,3.9 ,7.0 
49.58,-1.5,0.8 ,7.4 
49.6,1.3,-2.2 ,5.5 
49.62,4.1,-2.9 ,4.1 
49.64,6.7,-2.1 ,1.7 
49.66,7,-1.5 ,2.7 
49.68,7.6,-0.6 ,4.4 
49.7,7.8,-2.4 ,2.6 
49.72,8,-3.8 ,1.8 
49.74,8.1,-5.8 ,0.1 
49.76,8.4,-6.5 ,1.7 
49.78,7.8,-4.7 ,3.0 
49.8,6.1,-3.8 ,1.6 
49.82,4.8,-3.2 ,0.6 
49.84,3.1,-2.6 ,-0.2 
49.86,2.9,-2.2 ,-0.9 
49.88,3,-3.1 ,-1.5 
49.9,3.2,-4.0 ,-2.1 
49.92,3.5,-4.9 ,-1.2 
49.94,3.7,-6.1 ,0.3 
49.96,2.4,-6.4 ,1.8 
49.98,0.7,-5.3 ,1.7 
50,-0.8,-4.8 ,0.8 
50.02,-2.8,-3.8 ,0.1 
50.04,-3.5,-3.5 ,-0.5 
50.06,-2.2,-4.6 ,-1.1 
50.08,-1.3,-4.4 ,-1.6 
50.1,0.1,-3.4 ,-0.8 
50.12,0.3,-2.7 ,0.9 
50.14,0.1,-1.5 ,2.3 
50.16,-0.1,-0.5 ,4.1 
50.18,-0.5,0.6 ,3.2 
50.2,-0.8,1.3 ,1.9 
50.22,-1.1,1.0 ,0.8 
50.24,-1.5,0.9 ,-0.5 
50.26,-1.2,0.5 ,-1.9 
50.28,-0.8,-0.3 ,-0.9 
50.3,-0.4,-1.1 ,3.3 
50.32,0.1,-1.5 ,3.9 
50.34,0.5,-1.8 ,2.5 
50.36,0.8,-2.1 ,1.0 
50.38,0.8,-2.4 ,1.2 
50.4,0.9,-2.7 ,5.4 
50.42,1,-3.6 ,3.8 
50.44,2.2,-4.6 ,1.5 
50.46,3.3,-5.6 ,0.2 
50.48,4.6,-7.2 ,2.1 
50.5,5.9,-8.4 ,3.3 
50.52,7.2,-10.1 ,1.9 
50.54,7.9,-10.0 ,0.2 
50.56,6.2,-8.9 ,-1.7 
50.58,5,-4.7 ,-2.8 
50.6,3.2,-6.9 ,-2.4 
50.62,1.6,-13.0 ,-2.5 
50.64,-0.4,-17.9 ,-2.2 
50.66,0,-23.3 ,-2.2 
50.68,3,-22.0 ,1.4 
50.7,5.2,-22.5 ,2.7 
50.72,8.7,-19.6 ,3.0 
50.74,8.2,-13.1 ,3.6 
50.76,3.1,-6.4 ,2.5 
50.78,-0.2,0.2 ,1.4 
50.8,-6.2,8.2 ,0.2 
50.82,-2.8,8.0 ,0.8 
50.84,5.8,3.8 ,1.4 
50.86,13,5.9 ,2.3 
50.88,22.1,0.6 ,3.1 
50.9,18.5,-5.0 ,3.8 
50.92,9.4,-10.6 ,3.2 
50.94,9.1,-16.0 ,3.0 
50.96,7.7,-16.1 ,2.2 
50.98,9,-14.1 ,2.6 
51,1.6,-12.0 ,3.2 
51.02,-8.4,-9.2 ,8.5 
51.04,-20,-6.4 ,8.9 
51.06,-14.8,-8.4 ,4.9 
51.08,-0.7,-7.9 ,2.5 
51.1,10.7,0.1 ,4.6 
51.12,9.9,5.1 ,6.5 
51.14,4.8,14.0 ,4.7 
51.16,0.3,13.2 ,3.0 
51.18,-6.9,5.1 ,0.9 
51.2,-10.7,-1.1 ,-0.8 
51.22,-1.5,-9.5 ,-1.2 
51.24,6.9,-4.9 ,-2.5 
51.26,13.8,-0.8 ,0.3 
51.28,6.7,5.0 ,4.6 
51.3,2,10.1 ,9.1 
51.32,3.5,11.2 ,8.3 
51.34,9,13.6 ,5.2 
51.36,8.6,10.9 ,1.9 
51.38,5.2,6.0 ,0.3 
51.4,2.4,2.2 ,1.3 
51.42,1.6,5.0 ,0.7 
51.44,1.3,6.9 ,-0.1 
51.46,-1.1,7.0 ,0.4 
51.48,-3.4,8.2 ,0.4 
51.5,-6.7,8.6 ,0.9 
51.52,-5.4,9.8 ,-2.4 
51.54,-2,13.6 ,-4.1 
51.56,1.4,13.1 ,0.7 
51.58,4.8,8.7 ,3.6 
51.6,9.7,4.8 ,1.3 
51.62,5.8,2.2 ,-0.3 
51.64,-4.8,3.3 ,0.2 
51.66,-11.9,3.3 ,-1.4 
51.68,-9.5,4.8 ,-4.9 
51.7,-6,4.7 ,-3.9 
51.72,-2.4,4.1 ,-3.2 
51.74,3.2,3.6 ,-2.1 
51.76,3.8,3.0 ,-1.9 
51.78,1.4,4.4 ,-1.7 
51.8,-0.1,5.6 ,-1.7 
51.82,-0.7,7.3 ,-1.9 
51.84,0.6,8.0 ,-2.6 
51.86,1,7.8 ,-3.0 
51.88,2.4,7.7 ,-3.5 
51.9,1.3,8.1 ,-2.3 
51.92,0.4,9.6 ,-1.2 
51.94,-0.8,10.8 ,-0.4 
51.96,-2.7,12.0 ,-1.4 
51.98,-5.5,10.9 ,0.2 
52,-8.4,9.8 ,1.1 
52.02,-9.3,8.2 ,-1.0 
52.04,-6.1,5.4 ,-1.6 
52.06,-3.6,2.0 ,-0.5 
52.08,-0.2,-1.4 ,1.9 
52.1,3.3,-3.8 ,0.7 
52.12,3.7,-1.4 ,-1.5 
52.14,-1.4,0.6 ,-3.7 
52.16,-4.5,1.6 ,-4.2 
52.18,-10.3,-1.1 ,-4.3 
52.2,-7.7,-3.0 ,-3.8 
52.22,-2.3,-5.2 ,-2.5 
52.24,3.1,-4.5 ,-1.5 
52.26,4.1,-5.6 ,-0.1 
52.28,2.6,-5.5 ,0.4 
52.3,1.3,-4.6 ,-0.9 
52.32,1.5,-4.2 ,-2.2 
52.34,6.1,-3.3 ,-2.7 
52.36,7.3,-3.2 ,-2.5 
52.38,7.4,-3.1 ,-2.6 
52.4,7.6,-2.5 ,-2.2 
52.42,7.3,2.5 ,-1.5 
52.44,7.1,0.9 ,-0.7 
52.46,5.7,-2.1 ,0.6 
52.48,3.8,-3.3 ,2.6 
52.5,2.1,-4.0 ,1.1 
52.52,-0.2,-4.1 ,-0.8 
52.54,-3.3,-3.0 ,-2.7 
52.56,-6.4,-2.4 ,-1.7 
52.58,-6.8,-1.4 ,-0.4 
52.6,-5.1,-0.6 ,1.3 
52.62,-5.4,0.4 ,2.2 
52.64,-5.4,1.2 ,2.2 
52.66,-5.7,2.1 ,2.3 
52.68,-3.3,3.1 ,2.4 
52.7,0,2.7 ,3.7 
52.72,3.3,1.1 ,2.1 
52.74,7,0.9 ,0.1 
52.76,9.6,1.1 ,-1.9 
52.78,8.5,1.4 ,0.2 
52.8,8,1.8 ,3.0 
52.82,6.8,2.3 ,1.8 
52.84,7.5,3.0 ,1.2 
52.86,7.7,4.5 ,0.1 
52.88,8.5,5.7 ,1.7 
52.9,6.1,7.4 ,3.8 
52.92,3.7,7.5 ,3.8 
52.94,0.7,6.3 ,3.0 
52.96,-0.1,5.7 ,2.2 
52.98,0.4,4.4 ,1.4 
53,0.5,3.3 ,1.7 
53.02,-1,2.1 ,1.8 
53.04,-2.9,2.1 ,2.1 
53.06,-4.6,2.6 ,1.5 
53.08,-6.9,2.4 ,0.5 
53.1,-6.5,1.5 ,-0.4 
53.12,-4.4,-1.4 ,-1.5 
53.14,-2.8,-5.4 ,-1.3 
53.16,-0.7,-9.1 ,-0.7 
53.18,-2.3,-13.5 ,-0.4 
53.2,-3.3,-12.0 ,-0.9 
53.22,-5.1,-7.8 ,-1.3 
53.24,-6,-4.6 ,-1.2 
53.26,-5.6,0.8 ,0.0 
53.28,-5.4,1.3 ,0.0 
53.3,-5,-1.3 ,-0.9 
53.32,-6.6,-2.7 ,-1.9 
53.34,-9.1,-5.8 ,-2.3 
53.36,-11.4,-4.9 ,-2.5 
53.38,-14,-5.2 ,-1.8 
53.4,-13.8,-3.6 ,-0.6 
53.42,-14,-4.3 ,0.3 
53.44,-12.1,-3.4 ,-0.3 
53.46,-9.6,-2.4 ,-1.0 
53.48,-7.4,0.0 ,-1.6 
53.5,-4.6,0.0 ,0.5 
53.52,-3.4,0.0 ,1.8 
53.54,-4.2,0.0 ,1.2 
53.56,-4.5,0.0 ,0.7 
53.58,-5.5,0.0 ,-0.3 
53.6,-6.3,0.0 ,-1.7 
53.62,-7.2,0.0 ,-2.7 
53.64,-8,0.0 ,-2.8 
53.66,-7.3,0.0 ,-3.1 
53.68,-5.2,0.0 ,-3.1 
53.7,-3.7,0.0 ,-3.0 
53.72,-2.6,0.0 ,-2.4 
53.74,-1.4,0.0 ,-2.1 
53.76,0,0.0 ,-1.6 
53.78,0,0.0 ,-1.1 
